Player,Shot,Type,Stroke,Spin,Speed (KM/H),Point,Game,Set,Bounce Depth,Bounce Zone,Bounce Side,Bounce (x),Bounce (y),Hit Depth,Hit Zone,Hit Side,Hit (x),Hit (y),Hit (z),Direction,Result,Favorited,Start Time,Video Time,Opponent Position(x),Opponent Position(y),score,,,,,,,,,,,,,,,,
ó¥ç∆ ãvï€,1,first_serve,Serve,Kick,99.633095,60,0,0,service_box,deuce,near,1.2282,7.597735,no_mans_land,deuce,far,-1.042059,23.92243,2.764522,down the T,In,FALSE,12:03:32,1051.380005,3.356711,-0.422801,15-15,,,,,,,,,,,,,,,,
Yoshizawa Masatsugu,2,return,Backhand,Topspin,69.08857,60,0,0,no_mans_land,deuce,far,-0.92781,21.456005,no_mans_land,deuce,near,2.593085,-0.47955,1.182151,inside out,In,FALSE,12:03:33,1052.599976,-0.445047,23.943386,15-15,,,,,,,,,,,,,,,,
ó¥ç∆ ãvï€,3,serve_plus_one,Forehand,Flat,75.243256,60,0,0,service_box,ad,near,-2.014027,5.821034,out,deuce,far,-1.742473,25.127403,1.029408,down the line,In,FALSE,12:03:35,1054.359985,1.606696,-1.336534,15-15,,,,,,,,,,,,,,,,
Yoshizawa Masatsugu,4,return_plus_one,Backhand,Topspin,77.82122,60,0,0,service_box,ad,far,1.87825,17.750315,out,ad,near,-1.923509,-1.235008,0.161699,cross court,In,FALSE,12:03:36,1056.079956,0.912724,24.247965,15-15,,,,,,,,,,,,,,,,
ó¥ç∆ ãvï€,5,in_play,Backhand,Flat,63.551434,60,0,0,service_box,ad,near,-0.335314,6.190039,out,ad,far,2.692912,24.359035,1.163602,cross court,In,FALSE,12:03:38,1057.609985,-0.837292,-1.082719,15-15,,,,,,,,,,,,,,,,
Yoshizawa Masatsugu,6,in_play,Backhand,Topspin,75.791885,60,0,0,no_mans_land,ad,far,2.243664,19.589367,out,ad,near,-1.350228,-0.74094,0.779724,cross court,In,FALSE,12:03:40,1059.430054,0.429961,24.552542,15-15,,,,,,,,,,,,,,,,
ó¥ç∆ ãvï€,7,in_play,Backhand,Flat,84.238251,60,0,0,no_mans_land,deuce,near,0.30927,2.013817,out,ad,far,2.391185,24.298727,0.841749,down the line,In,FALSE,12:03:41,1061.030029,-0.535565,-0.727379,15-15,,,,,,,,,,,,,,,,
Yoshizawa Masatsugu,8,in_play,Backhand,Topspin,76.412209,60,0,0,no_mans_land,deuce,far,-0.746396,20.643799,out,ad,near,-0.556065,-1.133482,0.670978,down the line,In,FALSE,12:03:43,1062.280029,1.063587,24.349489,15-15,,,,,,,,,,,,,,,,
ó¥ç∆ ãvï€,9,in_play,Forehand,Topspin,77.240929,60,0,0,no_mans_land,ad,near,-2.647653,4.228308,out,deuce,far,-0.330986,25.9307,1.051636,down the line,In,FALSE,12:03:44,1063.670044,0.610997,-0.879668,15-15,,,,,,,,,,,,,,,,
Yoshizawa Masatsugu,10,in_play,Backhand,Slice,62.218548,60,0,0,no_mans_land,deuce,far,-2.044199,20.085407,out,ad,near,-2.828689,-0.179007,0.864684,down the line,In,FALSE,12:03:46,1065.130005,0.852378,24.451015,15-15,,,,,,,,,,,,,,,,
ó¥ç∆ ãvï€,11,in_play,Forehand,Flat,51.571362,60,0,0,service_box,ad,far,2.106941,17.534847,no_mans_land,deuce,far,-1.363713,23.841991,0.927918,down the line,Net,FALSE,12:03:47,1066.829956,-1.048501,5.110354,15-15,,,,,,,,,,,,,,,,
ó¥ç∆ ãvï€,1,first_serve,Serve,Flat,93.223473,61,0,0,service_box,ad,near,-1.191814,6.887055,no_mans_land,ad,far,-0.141879,23.935616,1.548171,down the T,In,FALSE,12:04:10,1089.630005,-3.613179,-0.422801,15-30,,,,,,,,,,,,,,,,
Yoshizawa Masatsugu,2,return,Forehand,Flat,70.922943,61,0,0,out,ad,far,2.66274,24.354542,no_mans_land,ad,near,-1.404171,0.592456,1.213356,inside out,Out,FALSE,12:04:11,1090.800049,0.64117,24.247965,15-30,,,,,,,,,,,,,,,,
ó¥ç∆ ãvï€,1,first_serve,Serve,Flat,93.300446,62,0,0,service_box,deuce,near,1.483683,7.702689,no_mans_land,deuce,far,-0.261363,23.664536,2.491522,down the T,In,FALSE,12:04:24,1103.709961,3.356711,-0.422801,30-30,,,,,,,,,,,,,,,,
Yoshizawa Masatsugu,2,return,Backhand,Flat,69.552002,62,0,0,no_mans_land,ad,far,1.455832,20.186934,no_mans_land,deuce,near,2.73161,-0.26151,0.956686,inside in,In,FALSE,12:04:25,1105.01001,-0.445047,23.943386,30-30,,,,,,,,,,,,,,,,
ó¥ç∆ ãvï€,3,serve_plus_one,Backhand,Flat,76.269173,62,0,0,no_mans_land,ad,near,-2.768344,3.892044,out,ad,far,0.942896,25.009407,1.144886,cross court,In,FALSE,12:04:27,1106.52002,1.733632,-0.879668,30-30,,,,,,,,,,,,,,,,
Yoshizawa Masatsugu,4,return_plus_one,Backhand,Topspin,67.332504,62,0,0,no_mans_land,ad,far,3.960165,21.557531,out,ad_alley,near,-4.246806,-1.822202,0.97044,down the line,In,FALSE,12:04:28,1108.060059,0.158407,19.323963,30-30,,,,,,,,,,,,,,,,
ó¥ç∆ ãvï€,1,first_serve,Serve,Flat,96.785126,63,0,0,service_box,ad,near,-0.716601,7.343921,no_mans_land,ad,far,-0.359948,23.009954,2.299079,down the T,In,FALSE,12:04:49,1128.780029,-3.613179,-0.422801,30-40,,,,,,,,,,,,,,,,
Yoshizawa Masatsugu,2,return,Forehand,Topspin,63.837574,63,0,0,no_mans_land,ad,far,0.128234,20.49151,out,ad,near,-0.294184,-0.57509,1.253334,inside out,In,FALSE,12:04:50,1129.930054,0.64117,24.247965,30-40,,,,,,,,,,,,,,,,
ó¥ç∆ ãvï€,3,serve_plus_one,Forehand,Flat,92.847466,63,0,0,no_mans_land,deuce,near,3.296366,0.947797,out,ad,far,0.098061,24.59651,1.82889,inside in,In,FALSE,12:04:52,1131.800049,0.64117,-1.590348,30-40,,,,,,,,,,,,,,,,
Yoshizawa Masatsugu,4,return_plus_one,Forehand,Topspin,64.019646,63,0,0,service_box,deuce,far,-0.758215,17.245419,out,deuce,near,3.145503,-2.047214,1.192186,cross court,In,FALSE,12:04:53,1133.079956,0.792033,19.222439,30-40,,,,,,,,,,,,,,,,
ó¥ç∆ ãvï€,5,in_play,FH Volley,Flat,48.881001,63,0,0,no_mans_land,ad,near,-3.009725,3.039831,service_box,deuce,far,-1.501091,17.699551,1.768213,down the line,In,FALSE,12:04:55,1134.300049,3.266193,-1.945688,30-40,,,,,,,,,,,,,,,,
Yoshizawa Masatsugu,6,in_play,Backhand,Topspin,77.363586,63,0,0,service_box,ad,far,2.240322,17.271982,out,ad,near,-3.824388,-0.676616,0.835244,cross court,In,FALSE,12:04:56,1136.079956,-0.113148,17.141159,30-40,,,,,,,,,,,,,,,,
ó¥ç∆ ãvï€,7,in_play,BH Volley,Flat,61.090282,63,0,0,no_mans_land,deuce,near,3.89982,3.037662,no_mans_land,ad,far,1.87825,18.48077,1.036461,down the line,In,FALSE,12:04:57,1136.949951,-3.251107,-0.524327,30-40,,,,,,,,,,,,,,,,
Yoshizawa Masatsugu,8,in_play,Forehand,Topspin,41.417755,63,0,0,service_box,ad_alley,far,4.549282,11.912581,no_mans_land,deuce_alley,near,4.907091,2.805193,0.892581,down the line,Out,false,05:30:17,1155.069946,1.335141,16.836582,30-40,,,,,,,,,,,,,,,,
ó¥ç∆ ãvï€,1,first_serve,Serve,Slice,91.742592,64,0,0,service_box,deuce,near,2.782661,6.684003,no_mans_land,deuce,far,-0.850661,23.009954,2.668151,out wide,In,FALSE,12:05:21,1160.73999,3.356711,-0.422801,40-40,,,,,,,,,,,,,,,,
Yoshizawa Masatsugu,2,return,Forehand,Topspin,72.991508,64,0,0,no_mans_land,deuce,far,-1.890628,19.831593,no_mans_land,deuce_alley,near,4.352104,0.053754,0.874767,down the line,In,FALSE,12:05:22,1161.98999,-0.445047,23.943386,40-40,,,,,,,,,,,,,,,,
ó¥ç∆ ãvï€,3,serve_plus_one,Forehand,Flat,80.903404,64,0,0,no_mans_land,deuce,near,1.848077,3.892044,out,deuce,far,-3.103824,25.821613,0.956421,cross court,In,FALSE,12:05:24,1163.550049,2.149804,-0.727379,40-40,,,,,,,,,,,,,,,,
Yoshizawa Masatsugu,4,return_plus_one,Forehand,Topspin,72.694,64,0,0,service_box,deuce,near,2.465579,11.056412,out,deuce,near,2.472311,-1.042853,1.259664,cross court,Net,FALSE,12:05:25,1165,-0.897637,24.400253,40-40,,,,,,,,,,,,,,,,
ó¥ç∆ ãvï€,1,first_serve,Serve,Kick,90.195534,65,0,0,service_box,ad,near,-3.349987,7.849706,no_mans_land,ad,far,-0.198901,22.633646,1.736337,out wide,In,FALSE,12:05:45,1184.130005,-3.613179,-0.422801,ad-40,,,,,,,,,,,,,,,,
Yoshizawa Masatsugu,2,return,Backhand,Topspin,79.410965,65,0,0,no_mans_land,ad,far,1.936144,19.894547,out,ad_alley,near,-5.169455,-1.236544,0.819908,down the line,In,FALSE,12:05:46,1185.380005,0.64117,24.247965,ad-40,,,,,,,,,,,,,,,,
ó¥ç∆ ãvï€,3,serve_plus_one,Backhand,Slice,58.320671,65,0,0,no_mans_land,deuce,near,2.602394,2.759336,out,ad,far,2.300667,24.138727,1.026767,down the line,In,FALSE,12:05:47,1186.819946,-2.526963,-0.270513,ad-40,,,,,,,,,,,,,,,,
Yoshizawa Masatsugu,4,return_plus_one,Forehand,Topspin,69.309036,65,0,0,service_box,deuce,far,-2.225235,18.054892,out,deuce,near,2.542049,-0.401893,0.884124,cross court,In,FALSE,12:05:49,1188.689941,0.067889,24.349489,ad-40,,,,,,,,,,,,,,,,
ó¥ç∆ ãvï€,5,in_play,Forehand,Flat,85.522316,65,0,0,no_mans_land,deuce,near,2.602394,3.975706,out,deuce_alley,far,-4.126115,25.263222,0.695192,down the line,In,FALSE,12:05:51,1190.349976,1.365314,-0.828905,ad-40,,,,,,,,,,,,,,,,
Yoshizawa Masatsugu,6,in_play,Forehand,Topspin,85.472298,65,0,0,no_mans_land,deuce,far,-2.074372,19.78083,out,deuce,near,3.990338,-0.879668,0.953896,cross court,In,FALSE,12:05:52,1191.670044,-1.3804,24.755592,ad-40,,,,,,,,,,,,,,,,
ó¥ç∆ ãvï€,7,in_play,Forehand,Flat,55.824841,65,0,0,no_mans_land,deuce_out,near,5.981735,2.927549,out,deuce,far,-3.673524,25.92314,0.977384,down the line,Out,FALSE,12:05:53,1192.97998,2.873948,-1.336534,ad-40,,,,,,,,,,,,,,,,
Yoshizawa Masatsugu,7,none,Feed,Topspin,73.551025,65,0,0,no_mans_land,deuce_alley,near,5.344902,2.629588,no_mans_land,deuce_alley,near,5.322511,0.275833,1.247642,---,Net,FALSE,12:05:56,1196.079956,5.343131,0.260492,ad-40,,,,,,,,,,,,,,,,
Yoshizawa Masatsugu,8,none,Feed,Topspin,58.465424,65,0,0,no_mans_land,ad,far,3.658856,18.493544,no_mans_land,deuce,near,3.917911,0.507737,1.110549,---,In,FALSE,12:05:58,1197.680054,3.927185,0.520947,ad-40,,,,,,,,,,,,,,,,
ó¥ç∆ ãvï€,1,first_serve,Serve,Flat,100.021729,66,0,0,service_box,deuce,near,3.598093,6.074849,no_mans_land,deuce,far,-0.578188,23.542282,2.556262,out wide,In,FALSE,12:06:08,1207.550049,3.356711,-0.422801,40-40,,,,,,,,,,,,,,,,
Yoshizawa Masatsugu,2,return,Forehand,Slice,63.389515,66,0,0,no_mans_land,deuce,far,-1.3804,18.968624,no_mans_land,deuce_alley,near,4.805,0.490058,1.160413,down the line,In,FALSE,12:06:09,1208.650024,-0.445047,23.943386,40-40,,,,,,,,,,,,,,,,
ó¥ç∆ ãvï€,3,serve_plus_one,Forehand,Topspin,89.595871,66,0,0,no_mans_land,ad,near,-2.104545,4.247385,no_mans_land,deuce,far,-2.986262,24.412531,0.816884,down the line,In,FALSE,12:06:11,1210.280029,2.994639,-0.625853,40-40,,,,,,,,,,,,,,,,
Yoshizawa Masatsugu,4,return_plus_one,Backhand,Topspin,85.500763,66,0,0,service_box,deuce,far,-1.923509,17.902603,out,ad,near,-1.855035,-1.447484,0.901161,down the line,In,FALSE,12:06:12,1211.599976,-0.264011,17.648788,40-40,,,,,,,,,,,,,,,,
ó¥ç∆ ãvï€,5,in_play,FH Volley,Flat,49.88781,66,0,0,service_box,deuce,near,3.024812,6.785529,service_box,deuce,far,-2.104545,17.546331,0.917363,cross court,In,FALSE,12:06:13,1212.430054,-0.867465,-0.879668,40-40,,,,,,,,,,,,,,,,
Yoshizawa Masatsugu,6,in_play,Forehand,Topspin,49.203899,66,0,0,service_box,ad,near,-1.105771,11.912581,no_mans_land,deuce_alley,near,5.1369,3.232127,0.612337,down the line,Net,FALSE,12:06:14,1214.030029,-0.47522,17.394974,40-40,,,,,,,,,,,,,,,,
ó¥ç∆ ãvï€,1,first_serve,Serve,Flat,94.89415,69,0,0,service_box,ad,near,-1.722207,6.531715,no_mans_land,ad,far,0.158407,23.384995,2.072155,down the T,In,FALSE,12:06:45,1244.709961,-3.613179,-0.422801,ad-40,,,,,,,,,,,,,,,,
Yoshizawa Masatsugu,2,return,Forehand,Flat,80.369606,69,0,0,no_mans_land,ad,far,0.520479,20.13504,no_mans_land,ad,near,-3.186289,0.28767,1.244798,inside out,In,FALSE,12:06:46,1245.969971,0.64117,24.247965,ad-40,,,,,,,,,,,,,,,,
ó¥ç∆ ãvï€,3,serve_plus_one,Forehand,Flat,76.449677,69,0,0,no_mans_land,deuce,near,0.64117,4.34891,out,ad,far,0.942896,25.968256,1.093119,inside in,In,FALSE,12:06:48,1247.280029,-2.466617,-0.93043,ad-40,,,,,,,,,,,,,,,,
Yoshizawa Masatsugu,4,return_plus_one,Forehand,Topspin,76.535355,69,0,0,no_mans_land,ad,far,0.882551,20.034645,out,deuce,near,0.419987,-1.244275,1.304476,down the line,In,FALSE,12:06:49,1248.869995,0.424332,24.907883,ad-40,,,,,,,,,,,,,,,,
ó¥ç∆ ãvï€,5,in_play,Forehand,Flat,90.96666,69,0,0,no_mans_land,ad,near,-1.350228,4.34891,out,ad,far,0.973069,25.872377,1.029593,inside out,In,FALSE,12:06:51,1250.369995,-0.505392,-1.387296,ad-40,,,,,,,,,,,,,,,,
Yoshizawa Masatsugu,6,in_play,Backhand,Topspin,81.257248,69,0,0,no_mans_land,ad,far,2.089458,19.373178,out,ad,near,-2.23621,-1.334648,0.922132,cross court,In,FALSE,12:06:52,1251.780029,1.335141,24.806356,ad-40,,,,,,,,,,,,,,,,
ó¥ç∆ ãvï€,7,in_play,Backhand,Slice,57.713192,69,0,0,no_mans_land,ad,near,-0.897637,2.216869,out,ad,far,3.145503,24.303585,0.919901,cross court,In,FALSE,12:06:54,1253.219971,-0.203666,-1.082719,ad-40,,,,,,,,,,,,,,,,
Yoshizawa Masatsugu,8,in_play,Forehand,Topspin,83.34256,69,0,0,no_mans_land,ad_alley,far,5.348108,22.877367,out,ad,near,-1.048501,-0.93043,1.142066,inside in,Out,FALSE,12:06:56,1255.319946,0.218752,24.603304,ad-40,,,,,,,,,,,,,,,,
Yoshizawa Masatsugu,1,first_serve,Serve,Flat,110.761932,70,0,0,service_box,deuce,near,2.426423,6.429481,no_mans_land,deuce,far,-1.042209,22.827784,2.602289,out wide,In,FALSE,12:07:12,1271.949951,4.202237,-1.791874,0-0,,,,,,,,,,,,,,,,
ó¥ç∆ ãvï€,2,return,Forehand,Flat,73.786194,70,0,0,service_box,ad,far,2.119631,16.988871,out,deuce,near,3.748956,-1.488822,1.09469,down the line,In,FALSE,12:07:13,1272.900024,-0.626083,23.638809,0-0,,,,,,,,,,,,,,,,
Yoshizawa Masatsugu,3,serve_plus_one,Backhand,Slice,76.690208,70,0,0,no_mans_land,ad,near,-1.863163,4.34891,no_mans_land,ad,far,1.365314,20.694561,1.173346,cross court,In,FALSE,12:07:15,1274.51001,-0.595911,-0.625853,0-0,,,,,,,,,,,,,,,,
ó¥ç∆ ãvï€,4,return_plus_one,Backhand,Slice,71.53907,70,0,0,service_box,deuce,far,-1.108846,17.648788,no_mans_land,ad,near,-2.587308,0.678112,0.690769,down the line,In,FALSE,12:07:16,1275.709961,-0.14332,16.938108,0-0,,,,,,,,,,,,,,,,
Yoshizawa Masatsugu,5,in_play,FH Volley,Flat,81.613823,70,0,0,no_mans_land,deuce,near,1.154105,1.455426,service_box,deuce,far,-1.078673,15.973613,1.561484,cross court,In,FALSE,12:07:17,1276.630005,0.164405,0.744745,0-0,,,,,,,,,,,,,,,,
ó¥ç∆ ãvï€,6,in_play,Forehand,Flat,67.461678,70,0,0,out,ad,far,1.172084,25.669325,out,deuce,near,1.425659,-0.168987,0.66524,down the line,Out,FALSE,12:07:18,1277.569946,-0.113148,14.958355,0-0,,,,,,,,,,,,,,,,
Yoshizawa Masatsugu,1,first_serve,Serve,Flat,117.066277,73,0,0,no_mans_land,deuce,near,3.779129,5.21188,no_mans_land,deuce,far,-0.636391,23.628548,2.743268,out wide,Out,FALSE,12:08:02,1322.069946,-3.914906,-2.14874,15-0,,,,,,,,,,,,,,,,
Yoshizawa Masatsugu,1,second_serve,Serve,Kick,97.984947,73,0,0,service_box,deuce,near,2.669991,5.973323,no_mans_land,deuce,far,-0.433566,23.664536,1.834505,out wide,Out,FALSE,12:08:08,1328.069946,-3.975251,-1.742637,15-0,,,,,,,,,,,,,,,,
ó¥ç∆ ãvï€,1,none,Feed,Topspin,75.226746,73,0,0,service_box,deuce,near,3.114701,10.808988,no_mans_land,deuce_alley,near,4.727348,-0.106092,0.939434,---,Net,FALSE,12:08:03,1323.079956,-3.975251,-1.742637,15-0,,,,,,,,,,,,,,,,
Yoshizawa Masatsugu,1,first_serve,Serve,Flat,87.021149,74,0,0,service_box,deuce,near,3.931714,5.537606,out,deuce,near,3.779129,-1.742637,2.755102,out wide,Net,false,05:33:04,1322.069946,3.502776,-2.047214,15-15,,,,,,,,,,,,,,,,
Yoshizawa Masatsugu,1,second_serve,Serve,Kick,97.984947,74,0,0,service_box,deuce,near,2.669991,5.973323,no_mans_land,deuce,far,-0.433566,23.664536,1.834505,out wide,In,FALSE,12:08:08,1328.069946,3.625951,-2.301028,15-15,,,,,,,,,,,,,,,,
ó¥ç∆ ãvï€,2,return,Forehand,Topspin,71.604774,74,0,0,no_mans_land,ad,far,1.635697,23.014982,out,deuce,near,4.105486,-1.720312,1.168738,down the line,In,false,05:33:11,1329.329956,-0.654365,24.400253,15-15,,,,,,,,,,,,,,,,
Yoshizawa Masatsugu,3,serve_plus_one,Backhand,Topspin,73.340675,74,0,0,service_box,deuce,near,1.727386,8.71452,out,ad,near,-0.626083,-0.93043,0.892581,down the line,In,false,05:33:13,1330.920044,-0.626083,-0.93043,15-15,,,,,,,,,,,,,,,,
ó¥ç∆ ãvï€,4,serve_plus_one,Forehand,Topspin,92.95639,74,0,0,no_mans_land,ad,far,1.123932,22.065161,out,ad,near,-0.625409,-1.285771,1.358902,inside out,In,FALSE,12:08:13,1332.689941,-0.02263,24.806356,15-15,,,,,,,,,,,,,,,,
Yoshizawa Masatsugu,5,return_plus_one,Backhand,Flat,58.702888,74,0,0,service_box,deuce,near,2.026755,8.816045,out,ad,far,1.455832,25.120668,1.211476,down the line,In,FALSE,12:08:14,1334.099976,-0.807119,-0.828905,15-15,,,,,,,,,,,,,,,,
ó¥ç∆ ãvï€,6,in_play,Forehand,Topspin,77.356606,74,0,0,service_box,deuce,far,-2.225235,17.902603,no_mans_land,deuce,near,2.632567,2.013817,0.777315,cross court,In,FALSE,12:08:16,1335.900024,0.098061,24.400253,15-15,,,,,,,,,,,,,,,,
Yoshizawa Masatsugu,7,in_play,Forehand,Flat,68.724274,74,0,0,out,deuce,near,3.236021,-1.844162,out,deuce,far,-3.824388,25.720089,0.852533,cross court,Out,FALSE,12:08:18,1337.199951,1.455832,0.338642,15-15,,,,,,,,,,,,,,,,
Yoshizawa Masatsugu,1,serve,Serve,Kick,52.748306,76,0,0,service_box,ad,near,-2.225235,5.871797,out,ad_alley,near,-4.25291,-2.656369,2.434055,out wide,In,false,05:33:40,1358.109985,-3.926115,-1.996451,15-30,,,,,,,,,,,,,,,,
ó¥ç∆ ãvï€,2,return,Backhand,Topspin,78.018852,76,0,0,no_mans_land,deuce,far,-1.245497,22.39505,out,ad_alley,near,-4.25291,-1.348353,0.721282,down the line,In,false,05:33:41,1359.369995,0.652378,23.384995,15-30,,,,,,,,,,,,,,,,
Yoshizawa Masatsugu,3,serve_plus_one,Forehand,Flat,67.184441,76,0,0,service_box,ad,near,-2.376099,6.125612,out,deuce,far,-0.897637,24.907883,1.146997,down the line,In,FALSE,12:08:41,1360.829956,-0.897637,-0.625853,15-30,,,,,,,,,,,,,,,,
ó¥ç∆ ãvï€,4,serve_plus_one,Backhand,Flat,84.896286,76,0,0,service_box,ad,near,-0.596994,11.586973,out,ad,near,-2.924941,-0.855797,0.587059,cross court,Net,FALSE,12:08:43,1362.219971,0.188579,25.009407,15-30,,,,,,,,,,,,,,,,
Yoshizawa Masatsugu,1,first_serve,Serve,Kick,117.27095,78,0,0,service_box,deuce,near,1.403814,6.144914,no_mans_land,deuce,far,-1.183903,23.718145,2.49346,down the T,In,false,05:34:01,1379.579956,4.202237,-1.791874,30-30,,,,,,,,,,,,,,,,
ó¥ç∆ ãvï€,2,return,Backhand,Topspin,68.856445,78,0,0,service_box,deuce,far,-0.847173,15.719798,out,deuce,near,2.149804,-1.590348,0.848637,inside out,In,FALSE,12:09:01,1380.699951,-0.626083,23.638809,30-30,,,,,,,,,,,,,,,,
Yoshizawa Masatsugu,3,serve_plus_one,Forehand,Topspin,73.056046,78,0,0,no_mans_land,deuce,near,3.296366,2.664922,no_mans_land,deuce,far,-0.79503,20.288458,1.048032,cross court,In,FALSE,12:09:03,1382.25,0.550651,-0.778142,30-30,,,,,,,,,,,,,,,,
ó¥ç∆ ãvï€,4,return_plus_one,Forehand,Flat,50.477978,78,0,0,service_box,ad,far,2.625091,17.081524,out,deuce_alley,near,4.35241,-1.539585,1.189941,down the line,In,FALSE,12:09:04,1383.449951,0.852378,16.938108,30-30,,,,,,,,,,,,,,,,
Yoshizawa Masatsugu,5,in_play,BH Volley,Flat,65.851372,78,0,0,service_box,ad_alley,near,-4.63905,6.785529,service_box,ad,far,1.968768,17.141159,2.338706,down the line,Out,FALSE,12:09:05,1384.97998,4.231719,-1.133482,30-30,,,,,,,,,,,,,,,,
Yoshizawa Masatsugu,1,first_serve,Serve,Flat,138.142944,79,0,0,service_box,ad,near,-1.802818,5.617983,service_box,ad,far,-0.069909,23.674616,2.024924,down the T,In,FALSE,12:09:26,1405.459961,-3.926115,-1.996451,30-40,,,,,,,,,,,,,,,,
ó¥ç∆ ãvï€,2,return,Forehand,Topspin,66.079704,79,0,0,no_mans_land,ad,far,1.154105,20.694561,out,ad,near,-2.559142,-2.097977,1.069864,inside out,In,FALSE,12:09:27,1406.329956,0.652378,23.384995,30-40,,,,,,,,,,,,,,,,
Yoshizawa Masatsugu,3,serve_plus_one,Backhand,Flat,83.045509,79,0,0,no_mans_land,ad,near,-2.014027,2.927549,out,ad,far,1.455832,24.637274,1.215221,cross court,In,FALSE,12:09:28,1408.099976,-1.526115,-0.996451,30-40,,,,,,,,,,,,,,,,
ó¥ç∆ ãvï€,4,return_plus_one,Backhand,Topspin,83.043571,79,0,0,no_mans_land,ad,far,1.242661,18.330336,out,ad,near,-2.979553,-0.79454,0.913354,cross court,In,FALSE,12:09:30,1409.410034,0.731688,24.298727,30-40,,,,,,,,,,,,,,,,
Yoshizawa Masatsugu,5,in_play,Backhand,Slice,55.814289,79,0,0,no_mans_land,ad,near,-1.855642,3.029075,no_mans_land,ad,far,1.3965,21.963634,1.18337,cross court,In,FALSE,12:09:31,1410.819946,-0.716601,-0.676616,30-40,,,,,,,,,,,,,,,,
ó¥ç∆ ãvï€,6,in_play,Backhand,Topspin,51.292412,79,0,0,service_box,deuce,near,1.667041,11.8872,out,ad,near,-2.225235,-0.306683,0.815068,down the line,Net,FALSE,12:09:33,1412.699951,-0.837292,17.4965,30-40,,,,,,,,,,,,,,,,
Yoshizawa Masatsugu,1,first_serve,Serve,Flat,143.909637,80,0,0,service_box,deuce,near,2.839107,6.443964,no_mans_land,deuce,far,-0.040437,23.425589,0.992346,out wide,In,false,05:34:55,1433.069946,4.202237,-1.791874,40-40,,,,,,,,,,,,,,,,
ó¥ç∆ ãvï€,2,return,Forehand,Topspin,77.371613,80,0,0,no_mans_land,ad,far,2.179976,19.545944,out,deuce_alley,near,5.197245,-1.742637,1.141845,down the line,In,FALSE,12:09:54,1433.959961,-0.626083,23.638809,40-40,,,,,,,,,,,,,,,,
Yoshizawa Masatsugu,3,serve_plus_one,Backhand,Flat,78.463356,80,0,0,no_mans_land,ad,near,-2.524681,3.384415,no_mans_land,ad,far,1.395487,22.674314,1.033992,cross court,In,FALSE,12:09:56,1435.349976,1.667041,-0.676616,40-40,,,,,,,,,,,,,,,,
ó¥ç∆ ãvï€,4,return_plus_one,Backhand,Topspin,95.472984,80,0,0,service_box,ad,near,-2.236406,10.969489,out,ad,near,-3.432143,-0.775171,0.776609,cross court,Net,FALSE,12:09:57,1436.699951,0.731688,17.394974,40-40,,,,,,,,,,,,,,,,
Yoshizawa Masatsugu,1,serve,Serve,Kick,48.803677,81,0,0,service_box,ad,near,-2.768344,6.125612,out,ad,near,-3.945079,-1.894925,2.434055,out wide,In,false,05:35:17,1455.579956,-3.926115,-1.996451,ad-40,,,,,,,,,,,,,,,,
ó¥ç∆ ãvï€,2,return,Backhand,Topspin,76.683182,81,0,0,service_box,deuce,near,1.71484,6.697268,no_mans_land,ad_alley,near,-4.557661,0.114659,1.232331,down the line,Out,false,05:35:19,1457.079956,0.652378,23.384995,ad-40,,,,,,,,,,,,,,,,
ó¥ç∆ ãvï€,1,first_serve,Serve,Flat,98.399284,82,0,0,service_box,deuce,far,-2.587308,17.445736,service_box,deuce,near,0.567845,0.43617,2.59124,out wide,In,FALSE,12:10:37,1476.930054,-3.356711,24.1928,0-0,,,,,,,,,,,,,,,,
Yoshizawa Masatsugu,2,return,Forehand,Slice,61.428371,82,0,0,no_mans_land,ad,near,-3.130416,2.41992,no_mans_land,deuce,far,-3.794215,23.443483,1.366369,down the line,In,FALSE,12:10:38,1478.02002,0.445047,-0.173339,0-0,,,,,,,,,,,,,,,,
ó¥ç∆ ãvï€,3,serve_plus_one,Backhand,Topspin,73.265419,82,0,0,out,ad,far,1.486005,25.821613,out,ad,near,-3.28128,-1.523553,0.916985,cross court,Out,FALSE,12:10:40,1479.910034,1.07265,0.355872,0-0,,,,,,,,,,,,,,,,
ó¥ç∆ ãvï€,1,first_serve,Serve,Flat,117.241913,83,0,0,service_box,ad,far,2.451531,16.430479,out,ad,near,-0.088771,-0.712043,2.564733,out wide,In,FALSE,12:10:54,1494.119995,3.613179,24.1928,0-15,,,,,,,,,,,,,,,,
Yoshizawa Masatsugu,2,return,Backhand,Slice,57.189335,83,0,0,no_mans_land,ad,near,-0.565738,2.06458,no_mans_land,ad,far,3.2412,23.5193,1.290859,cross court,In,FALSE,12:10:56,1495.189941,-0.64117,-0.47797,0-15,,,,,,,,,,,,,,,,
ó¥ç∆ ãvï€,3,serve_plus_one,Forehand,Topspin,87.519241,83,0,0,service_box,deuce,far,-2.634574,17.648788,out,ad,near,-1.320055,-1.642967,1.051768,inside in,In,FALSE,12:10:58,1497.22998,0.399788,24.146439,0-15,,,,,,,,,,,,,,,,
