Player,Shot,Type,Stroke,Spin,Speed (KM/H),Point,Game,Set,Bounce Depth,Bounce Zone,Bounce Side,Bounce (x),Bounce (y),Hit Depth,Hit Zone,Hit Side,Hit (x),Hit (y),Hit (z),Direction,Result,Favorited,Start Time,Video Time,Opponent Position(x),Opponent Position(y),score,,,,,,,,,,,,,,,,
ó¥ç∆ ãvï€,1,first_serve,Serve,Flat,96.328568,106,0,0,service_box,deuce,near,2.048286,7.501517,no_mans_land,deuce,far,-0.752158,23.551985,2.803705,down the T,In,FALSE,12:18:10,1929.77002,3.477402,-0.676616,30-30,,,,,,,,,,,,,,,,
Yoshizawa Masatsugu,2,return,Forehand,Topspin,67.861443,106,0,0,no_mans_land,deuce,far,-0.716601,23.181944,out,deuce,near,3.628265,-0.016137,0.982629,cross court,In,FALSE,12:18:11,1931,-0.656256,24.298727,30-30,,,,,,,,,,,,,,,,
ó¥ç∆ ãvï€,3,serve_plus_one,Forehand,Flat,72.241386,106,0,0,service_box,ad,near,-3.100243,5.92256,out,deuce,far,-1.048501,25.482943,1.307021,down the line,In,FALSE,12:18:13,1932.73999,1.214451,-0.828905,30-30,,,,,,,,,,,,,,,,
Yoshizawa Masatsugu,4,return_plus_one,Backhand,Slice,58.492771,106,0,0,service_box,ad,far,1.311876,17.090397,out,ad,near,-3.703697,-1.245928,0.977303,cross court,In,FALSE,12:18:15,1934.22998,0.610997,21.608294,30-30,,,,,,,,,,,,,,,,
ó¥ç∆ ãvï€,5,in_play,Backhand,Slice,34.532536,106,0,0,service_box,deuce,near,2.53566,6.480952,service_box,ad,far,1.123932,16.328953,0.861361,down the line,In,FALSE,12:18:16,1935.439941,-1.410573,-0.118224,30-30,,,,,,,,,,,,,,,,
Yoshizawa Masatsugu,6,in_play,Forehand,Topspin,72.130562,106,0,0,no_mans_land,deuce,far,-2.557135,19.342533,no_mans_land,deuce,near,3.205848,4.551962,0.911862,cross court,In,FALSE,12:18:18,1937.329956,1.033414,16.78582,30-30,,,,,,,,,,,,,,,,
ó¥ç∆ ãvï€,1,first_serve,Serve,Kick,91.54493,107,0,0,service_box,ad,near,-1.847855,7.394684,no_mans_land,ad,far,-0.054484,24.14599,1.316634,down the T,In,FALSE,12:18:55,1974.180054,-3.311452,1.150848,30-40,,,,,,,,,,,,,,,,
Yoshizawa Masatsugu,2,return,Forehand,Topspin,70.298126,107,0,0,no_mans_land,ad,far,3.11533,20.824314,no_mans_land,ad,near,-2.455836,1.760003,1.357516,inside out,In,FALSE,12:18:56,1975.369995,0.339443,24.552542,30-40,,,,,,,,,,,,,,,,
ó¥ç∆ ãvï€,3,serve_plus_one,Backhand,Slice,62.084137,107,0,0,no_mans_land,ad,near,-3.441615,2.573766,no_mans_land,ad,far,4.044727,24.338291,1.312715,cross court,In,FALSE,12:18:57,1977.050049,-1.983854,-0.270513,30-40,,,,,,,,,,,,,,,,
Yoshizawa Masatsugu,4,return_plus_one,Backhand,Topspin,79.507057,107,0,0,no_mans_land,deuce,far,-3.009725,19.628542,no_mans_land,ad_alley,near,-4.759741,0.338642,0.926622,down the line,In,FALSE,12:18:59,1979.060059,1.003242,24.552542,30-40,,,,,,,,,,,,,,,,
ó¥ç∆ ãvï€,5,in_play,Forehand,Flat,69.472839,107,0,0,no_mans_land,deuce,near,2.029113,3.99357,out,deuce,far,-2.466617,25.313986,0.79399,cross court,In,FALSE,12:19:01,1980.579956,-1.863163,-0.372039,30-40,,,,,,,,,,,,,,,,
Yoshizawa Masatsugu,6,in_play,Forehand,Topspin,86.618332,107,0,0,no_mans_land,deuce,far,-3.220934,20.897614,out,deuce,near,2.572222,-0.981193,1.227152,cross court,In,FALSE,12:19:03,1982.22998,-0.324356,24.603304,30-40,,,,,,,,,,,,,,,,
ó¥ç∆ ãvï€,7,in_play,Forehand,Flat,86.133278,107,0,0,no_mans_land,deuce,near,1.757559,3.254954,out,deuce_alley,far,-4.63905,24.975706,1.244931,down the line,In,FALSE,12:19:04,1983.699951,1.516177,-0.981193,30-40,,,,,,,,,,,,,,,,
Yoshizawa Masatsugu,8,in_play,Forehand,Topspin,71.928238,107,0,0,no_mans_land,ad,far,2.089458,21.303717,no_mans_land,deuce,near,1.697214,0.795508,1.00355,down the line,In,FALSE,12:19:05,1984.880005,-3.824388,24.958645,30-40,,,,,,,,,,,,,,,,
ó¥ç∆ ãvï€,9,in_play,Backhand,Slice,72.26062,107,0,0,service_box,deuce,near,1.09376,7.49621,no_mans_land,ad,far,1.033414,23.029655,1.801248,down the line,In,FALSE,12:19:07,1986.599976,0.852378,5.821034,30-40,,,,,,,,,,,,,,,,
Yoshizawa Masatsugu,10,in_play,FH Volley,Flat,70.000359,107,0,0,no_mans_land,deuce,far,-0.897637,18.701384,service_box,deuce,near,1.09376,7.343921,0.906554,cross court,In,FALSE,12:19:08,1987.380005,0.630927,24.907883,30-40,,,,,,,,,,,,,,,,
ó¥ç∆ ãvï€,11,in_play,Forehand,Flat,75.436996,107,0,0,service_box,deuce,near,0.973069,7.293158,no_mans_land,deuce,far,-1.018328,22.623552,0.917564,cross court,In,FALSE,12:19:09,1988.430054,-0.173493,9.019096,30-40,,,,,,,,,,,,,,,,
Yoshizawa Masatsugu,12,in_play,FH Volley,Flat,28.355774,107,0,0,service_box,deuce,far,-1.923509,14.70454,service_box,deuce,near,0.701515,8.816045,1.297592,cross court,In,FALSE,12:19:10,1989.180054,-1.440746,23.588047,30-40,,,,,,,,,,,,,,,,
ó¥ç∆ ãvï€,13,in_play,Forehand,Flat,32.53701,107,0,0,service_box,deuce,far,-0.082975,11.912581,no_mans_land,deuce,far,-2.415545,18.308706,0.979305,cross court,Net,FALSE,12:19:11,1990.849976,-0.957983,7.699261,30-40,,,,,,,,,,,,,,,,
Yoshizawa Masatsugu,1,first_serve,Serve,Kick,69.768166,108,0,0,service_box,deuce,near,1.606696,6.125612,out,deuce_alley,near,4.473101,-2.199503,2.434055,out wide,In,false,05:44:38,2015.959961,4.322237,-1.691874,0-0,,,,,,,,,,,,,,,,
ó¥ç∆ ãvï€,2,return,Backhand,Topspin,65.003799,108,0,0,out,deuce_out,far,-5.845958,24.907883,out,deuce,near,3.386884,-1.844162,0.959972,inside in,Out,FALSE,12:19:37,2016.959961,-0.626083,23.638809,0-0,,,,,,,,,,,,,,,,
Yoshizawa Masatsugu,1,first_serve,Serve,Flat,121.23188,109,0,0,service_box,ad,near,-2.551522,5.966847,no_mans_land,ad,far,0.280734,23.671289,2.229373,out wide,In,false,05:44:51,2029.5,-4.126115,-1.996451,15-0,,,,,,,,,,,,,,,,
ó¥ç∆ ãvï€,2,return,Forehand,Topspin,82.533089,109,0,0,no_mans_land,ad,far,3.205788,22.471264,out,ad_alley,near,-4.418513,-1.691874,0.862453,inside in,In,FALSE,12:19:51,2030.550049,0.852378,23.384995,15-0,,,,,,,,,,,,,,,,
Yoshizawa Masatsugu,3,serve_plus_one,Backhand,Slice,56.464432,109,0,0,service_box,deuce,near,0.225395,8.10275,out,ad_alley,far,4.35241,24.755592,1.614745,down the line,In,FALSE,12:19:52,2031.880005,-2.255408,0.541694,15-0,,,,,,,,,,,,,,,,
ó¥ç∆ ãvï€,4,return_plus_one,Forehand,Slice,37.451324,109,0,0,service_box,deuce,near,2.692912,11.8872,no_mans_land,ad,near,-1.289882,4.247385,0.938891,inside in,Net,FALSE,12:19:54,2033.560059,1.848077,23.892624,15-0,,,,,,,,,,,,,,,,
Yoshizawa Masatsugu,1,first_serve,Serve,Flat,123.356201,110,0,0,no_mans_land,deuce,near,3.447229,4.399673,no_mans_land,deuce,far,-0.435008,22.816778,2.439038,out wide,Out,FALSE,12:20:12,2052.060059,3.502776,-2.047214,30-0,,,,,,,,,,,,,,,,
Yoshizawa Masatsugu,1,second_serve,Serve,Slice,95.520393,110,0,0,service_box,deuce,near,1.304969,6.903287,no_mans_land,deuce,far,-0.646716,23.588198,2.409775,down the T,In,FALSE,12:20:19,2058.52002,3.625951,-2.301028,30-0,,,,,,,,,,,,,,,,
ó¥ç∆ ãvï€,2,return,Backhand,Topspin,70.164688,110,0,0,no_mans_land,ad,far,2.179976,21.963634,out,deuce,near,2.823987,-1.438059,0.745469,inside in,In,FALSE,12:20:20,2059.780029,-0.654365,24.400253,30-0,,,,,,,,,,,,,,,,
Yoshizawa Masatsugu,3,serve_plus_one,Backhand,Topspin,76.764603,110,0,0,service_box,ad,near,-0.850953,6.175165,out,ad,far,1.764484,25.060171,1.300857,cross court,In,FALSE,12:20:22,2061.530029,-0.47522,-0.981193,30-0,,,,,,,,,,,,,,,,
ó¥ç∆ ãvï€,4,return_plus_one,Forehand,Topspin,85.783821,110,0,0,no_mans_land,ad,far,1.697214,19.882355,out,ad,near,-1.229537,-0.765625,1.027915,inside out,In,FALSE,12:20:23,2063.050049,0.369615,24.451015,30-0,,,,,,,,,,,,,,,,
Yoshizawa Masatsugu,5,in_play,Backhand,Topspin,70.850777,110,0,0,no_mans_land,ad,near,-2.466617,3.735091,out,ad,far,2.197968,24.626806,0.892581,cross court,In,false,05:45:26,2064.459961,-1.320055,-0.524327,30-0,,,,,,,,,,,,,,,,
ó¥ç∆ ãvï€,6,in_play,Backhand,Flat,77.148132,110,0,0,service_box,ad,far,0.731688,16.582767,no_mans_land,ad,near,-3.73387,0.795508,1.14415,cross court,In,FALSE,12:20:26,2065.919922,1.123932,24.755592,30-0,,,,,,,,,,,,,,,,
Yoshizawa Masatsugu,7,in_play,Backhand,Slice,91.900406,110,0,0,out,deuce,near,2.481703,-1.031956,no_mans_land,ad,far,1.636868,23.080418,1.972782,down the line,Out,FALSE,12:20:28,2067.800049,-1.320055,-0.270513,30-0,,,,,,,,,,,,,,,,
Yoshizawa Masatsugu,1,first_serve,Serve,Flat,121.301331,112,0,0,no_mans_land,ad,near,-2.014252,4.958065,no_mans_land,ad,far,0.63941,23.278746,2.349861,down the T,Out,FALSE,12:20:51,2090.629883,-3.914906,-2.14874,30-15,,,,,,,,,,,,,,,,
Yoshizawa Masatsugu,1,second_serve,Serve,Kick,87.485992,112,0,0,service_box,ad,near,-2.16489,7.090106,no_mans_land,ad,far,0.170558,23.608982,1.947131,down the T,In,FALSE,12:20:57,2096.719971,-3.975251,-1.742637,30-15,,,,,,,,,,,,,,,,
ó¥ç∆ ãvï€,2,return,Forehand,Topspin,75.497696,112,0,0,service_box,deuce,far,-1.296184,17.40736,out,ad,near,-3.954449,-1.438059,0.608679,inside in,In,FALSE,12:20:58,2098.070068,-0.113148,18.054892,30-15,,,,,,,,,,,,,,,,
Yoshizawa Masatsugu,3,serve_plus_one,FH Volley,Flat,55.782909,112,0,0,service_box,deuce_alley,near,4.744655,6.785529,service_box,deuce,far,-1.470918,17.902603,0.63077,down the line,Out,FALSE,12:20:59,2098.909912,-2.557135,-0.727379,30-15,,,,,,,,,,,,,,,,
Yoshizawa Masatsugu,1,first_serve,Serve,Flat,120.025795,115,0,0,service_box,deuce,near,1.612902,5.821034,no_mans_land,deuce,far,-0.752882,22.951391,2.561787,down the T,In,FALSE,12:21:28,2127.47998,-4.126115,-1.996451,30-30,,,,,,,,,,,,,,,,
ó¥ç∆ ãvï€,2,return,Backhand,Flat,70.068314,115,0,0,no_mans_land,ad,far,1.737928,22.58103,out,deuce,near,3.127935,-1.596325,0.956064,inside in,In,false,05:46:30,2128.530029,0.852378,23.384995,30-30,,,,,,,,,,,,,,,,
Yoshizawa Masatsugu,3,serve_plus_one,Backhand,Flat,85.924957,115,0,0,no_mans_land,deuce,near,2.509484,4.044333,out,ad,far,1.455832,24.806356,1.528922,down the line,In,FALSE,12:21:31,2130.310059,-0.535565,-0.981193,30-30,,,,,,,,,,,,,,,,
ó¥ç∆ ãvï€,4,return_plus_one,Forehand,Topspin,74.414101,115,0,0,no_mans_land,ad,far,0.007543,23.13118,out,deuce,near,2.684219,-1.285771,0.855519,down the line,In,FALSE,12:21:32,2131.649902,0.007543,23.943386,30-30,,,,,,,,,,,,,,,,
Yoshizawa Masatsugu,5,in_play,Forehand,Topspin,24.612488,115,0,0,no_mans_land,ad,near,-0.264011,4.450436,out,ad,near,-0.535565,-0.981193,0.892581,inside out,In,false,05:46:35,2133.459961,-0.535565,-0.981193,30-30,,,,,,,,,,,,,,,,
ó¥ç∆ ãvï€,6,in_play,Forehand,Flat,91.797951,115,0,0,no_mans_land,ad,far,1.968768,20.694561,out,ad,near,-0.293146,-1.156976,1.204218,inside out,In,FALSE,12:21:36,2135.199951,0.399788,24.755592,30-30,,,,,,,,,,,,,,,,
Yoshizawa Masatsugu,7,in_play,Backhand,Flat,70.094498,115,0,0,no_mans_land,ad,near,-2.134717,5.110354,out,ad,far,2.332892,25.161695,0.993361,cross court,In,FALSE,12:21:37,2136.550049,-0.626083,1.404663,30-30,,,,,,,,,,,,,,,,
ó¥ç∆ ãvï€,8,in_play,Backhand,Slice,57.32637,115,0,0,no_mans_land,ad,far,1.817904,21.100664,no_mans_land,ad,near,-3.311452,1.556951,1.064457,cross court,In,FALSE,12:21:39,2138.179932,1.033414,24.552542,30-30,,,,,,,,,,,,,,,,
Yoshizawa Masatsugu,9,in_play,Backhand,Flat,74.580231,115,0,0,service_box,ad,near,-1.919332,5.697084,no_mans_land,ad,far,1.633373,24.203634,0.991049,cross court,In,FALSE,12:21:40,2140.100098,-0.867465,-1.285771,30-30,,,,,,,,,,,,,,,,
ó¥ç∆ ãvï€,10,in_play,Backhand,Flat,68.994164,115,0,0,no_mans_land,ad,far,0.154492,22.522026,no_mans_land,ad,near,-3.40197,0.693982,0.929853,cross court,In,FALSE,12:21:42,2141.570068,0.550651,24.247965,30-30,,,,,,,,,,,,,,,,
Yoshizawa Masatsugu,11,in_play,Forehand,Flat,80.950363,115,0,0,no_mans_land,ad,near,-2.339399,3.232127,out,ad,far,0.591054,24.806356,1.307407,inside out,In,FALSE,12:21:44,2143.219971,-0.957983,-1.184245,30-30,,,,,,,,,,,,,,,,
ó¥ç∆ ãvï€,12,in_play,Backhand,Flat,74.771446,115,0,0,service_box,ad,near,-1.573494,8.274133,out,ad,near,-3.190762,-1.377669,1.14262,cross court,Net,FALSE,12:21:45,2144.540039,1.516177,24.50178,30-30,,,,,,,,,,,,,,,,
Yoshizawa Masatsugu,1,first_serve,Serve,Flat,111.904976,117,0,0,service_box,ad,near,-2.557135,7.293158,no_mans_land,ad,far,0.104279,23.639757,2.13816,out wide,In,FALSE,12:22:04,2163.209961,-4.126115,-1.996451,40-30,,,,,,,,,,,,,,,,
ó¥ç∆ ãvï€,2,return,Backhand,Topspin,72.620613,117,0,0,out,ad,far,2.089458,24.70483,out,ad_alley,near,-4.640223,-1.691874,0.828072,down the line,Out,FALSE,12:22:05,2164.379883,0.852378,23.384995,40-30,,,,,,,,,,,,,,,,
ó¥ç∆ ãvï€,1,first_serve,Serve,Flat,101.701782,118,0,0,service_box,deuce,far,-2.152855,17.125628,out,deuce,near,1.261579,-0.418454,2.541821,down the T,In,false,05:47:23,2181.629883,-3.356711,24.1928,0-0,,,,,,,,,,,,,,,,
Yoshizawa Masatsugu,2,return,Forehand,Flat,74.369301,118,0,0,no_mans_land,deuce,near,0.882551,4.856539,out,deuce_alley,far,-4.313653,25.538954,1.143727,down the line,In,FALSE,12:22:23,2182.899902,0.445047,-0.173339,0-0,,,,,,,,,,,,,,,,
ó¥ç∆ ãvï€,3,serve_plus_one,Forehand,Topspin,75.399269,118,0,0,no_mans_land,ad,far,2.270495,19.019386,out,deuce,near,1.968768,-0.793315,0.783323,down the line,In,FALSE,12:22:25,2184.540039,-1.682127,24.654068,0-0,,,,,,,,,,,,,,,,
Yoshizawa Masatsugu,4,return_plus_one,Backhand,Slice,57.957741,118,0,0,no_mans_land,ad,near,-0.988155,4.66499,out,ad,far,2.044621,24.626806,0.892581,cross court,In,false,05:47:28,2186.02002,-1.591609,-0.778142,0-0,,,,,,,,,,,,,,,,
ó¥ç∆ ãvï€,5,in_play,Forehand,Topspin,63.028812,118,0,0,no_mans_land,deuce,far,-2.617481,19.070148,no_mans_land,ad,near,-1.591609,0.795508,0.800205,inside in,In,FALSE,12:22:28,2187.949951,0.701515,24.50178,0-0,,,,,,,,,,,,,,,,
Yoshizawa Masatsugu,6,in_play,Forehand,Flat,74.81572,118,0,0,out,ad,near,-0.837292,-0.828905,out,deuce,far,-3.28128,23.859224,0.970588,down the line,Out,FALSE,12:22:30,2189.72998,-1.078673,4.907302,0-0,,,,,,,,,,,,,,,,
ó¥ç∆ ãvï€,1,first_serve,Serve,Flat,95.823097,119,0,0,no_mans_land,ad,far,1.682649,19.070148,no_mans_land,ad,near,-0.132408,-0.453522,2.538049,down the T,Out,FALSE,12:22:45,2204.25,3.583006,24.34509,15-0,,,,,,,,,,,,,,,,
ó¥ç∆ ãvï€,1,second_serve,Serve,Flat,85.653587,120,0,0,service_box,ad,far,3.356711,17.727133,no_mans_land,ad,near,-0.107145,-0.340804,2.618299,out wide,In,FALSE,12:22:51,2210.149902,3.160589,22.466863,15-0,,,,,,,,,,,,,,,,
Yoshizawa Masatsugu,2,return,Backhand,Flat,64.494385,120,0,0,no_mans_land,ad,near,-1.531264,4.095096,no_mans_land,ad_alley,far,4.261892,23.537283,1.440496,down the line,In,FALSE,12:22:52,2211.330078,-0.279097,-0.47737,15-0,,,,,,,,,,,,,,,,
ó¥ç∆ ãvï€,3,serve_plus_one,Backhand,Topspin,72.938164,120,0,0,no_mans_land,ad,far,1.033414,23.232706,out,ad,near,-2.466617,-0.676616,0.85339,cross court,In,FALSE,12:22:53,2213.080078,1.244623,24.654068,15-0,,,,,,,,,,,,,,,,
ó¥ç∆ ãvï€,4,return_plus_one,Forehand,Topspin,57.939346,120,0,0,no_mans_land,ad,near,-2.526963,3.772913,no_mans_land,ad,far,1.066075,24.75662,1.57607,inside out,In,FALSE,12:22:55,2214.530029,0.128234,-0.57509,15-0,,,,,,,,,,,,,,,,
ó¥ç∆ ãvï€,5,in_play,Backhand,Topspin,69.722,120,0,0,service_box,ad,far,1.123932,16.938108,out,ad,near,-3.160589,-1.691874,0.855154,cross court,In,FALSE,12:22:57,2216.780029,0.399788,24.451015,15-0,,,,,,,,,,,,,,,,
Yoshizawa Masatsugu,6,in_play,Backhand,Flat,79.320786,120,0,0,no_mans_land,ad,near,-0.282254,0.389405,out,ad,far,1.87825,24.230919,1.034284,cross court,In,FALSE,12:22:59,2218.590088,-0.837292,-0.676616,15-0,,,,,,,,,,,,,,,,
ó¥ç∆ ãvï€,7,in_play,Forehand,Topspin,67.708649,120,0,0,no_mans_land,deuce,far,-0.565952,21.419426,out,ad,near,-0.258133,-2.32089,1.286965,inside in,In,FALSE,12:23:00,2220.01001,0.550651,23.740335,15-0,,,,,,,,,,,,,,,,
Yoshizawa Masatsugu,8,in_play,Forehand,Flat,96.315804,120,0,0,no_mans_land,deuce,near,4.050683,0.693982,out,deuce,far,-0.622281,25.054008,1.467208,cross court,In,FALSE,12:23:02,2221.800049,0.007543,-1.438059,15-0,,,,,,,,,,,,,,,,
ó¥ç∆ ãvï€,1,first_serve,Serve,Flat,97.353683,122,0,0,service_box,deuce,far,-1.578867,17.065153,no_mans_land,deuce,near,1.024483,-0.31265,2.531797,down the T,In,FALSE,12:23:24,2243.669922,-3.356711,24.1928,15-15,,,,,,,,,,,,,,,,
Yoshizawa Masatsugu,2,return,Forehand,Topspin,66.135323,122,0,0,service_box,deuce,near,2.481703,6.91623,out,deuce,far,-3.341625,25.009407,1.036414,cross court,In,FALSE,12:23:25,2245.040039,0.445047,-0.173339,15-15,,,,,,,,,,,,,,,,
ó¥ç∆ ãvï€,3,serve_plus_one,Forehand,Topspin,79.427322,122,0,0,out,deuce,far,-1.108846,24.095676,out,deuce_alley,near,4.201547,-0.21975,0.63352,down the line,Out,FALSE,12:23:27,2246.850098,-0.867465,24.552542,15-15,,,,,,,,,,,,,,,,
Yoshizawa Masatsugu,3,none,Feed,Topspin,53.949314,122,0,0,service_box,ad,near,-1.231834,8.12734,out,deuce,far,-2.631773,25.744162,1.214889,---,In,FALSE,12:23:29,2248.280029,-2.599916,25.744143,15-15,,,,,,,,,,,,,,,,
ó¥ç∆ ãvï€,1,first_serve,Serve,Flat,96.936264,123,0,0,service_box,ad,far,1.365377,17.851839,no_mans_land,ad,near,-0.022838,-0.403111,2.571426,down the T,In,FALSE,12:23:39,2259.040039,3.613179,24.1928,15-30,,,,,,,,,,,,,,,,
Yoshizawa Masatsugu,2,return,Forehand,Flat,71.224739,123,0,0,no_mans_land,ad,near,-0.489549,4.958065,out,ad,far,1.9897,24.857119,1.019633,inside out,In,FALSE,12:23:41,2260.320068,-0.64117,-0.47797,15-30,,,,,,,,,,,,,,,,
ó¥ç∆ ãvï€,3,serve_plus_one,Forehand,Topspin,76.196167,123,0,0,service_box,ad,far,2.240322,18.257942,out,ad,near,-1.018328,-0.882917,1.00531,inside out,In,FALSE,12:23:42,2261.939941,1.033414,24.400253,15-30,,,,,,,,,,,,,,,,
Yoshizawa Masatsugu,4,return_plus_one,Backhand,Slice,58.213009,123,0,0,no_mans_land,deuce_alley,near,4.714482,2.531844,out,ad,far,3.550257,25.502161,0.904727,down the line,Out,FALSE,12:23:44,2263.429932,-0.445047,3.942807,15-30,,,,,,,,,,,,,,,,
ó¥ç∆ ãvï€,1,first_serve,Serve,Flat,92.71418,124,0,0,service_box,deuce_alley,far,-5.393368,17.902603,no_mans_land,deuce,near,1.34415,-0.381256,2.572201,out wide,Out,FALSE,12:24:02,2281.350098,3.583006,24.34509,30-30,,,,,,,,,,,,,,,,
ó¥ç∆ ãvï€,1,second_serve,Serve,Flat,90.174675,125,0,0,service_box,deuce,far,-1.199364,16.684294,no_mans_land,deuce,near,1.21884,-0.343738,2.506737,down the T,In,FALSE,12:24:16,2295.550049,3.160589,23.466863,30-30,,,,,,,,,,,,,,,,
Yoshizawa Masatsugu,2,return,Forehand,Flat,67.741478,125,0,0,service_box,deuce,near,3.356711,5.719509,out,deuce,far,-2.212224,24.958645,1.64447,cross court,In,FALSE,12:24:17,2296.97998,-0.279097,-0.47737,30-30,,,,,,,,,,,,,,,,
ó¥ç∆ ãvï€,3,serve_plus_one,Forehand,Flat,73.557755,125,0,0,service_box,ad,far,3.386884,17.851839,out,deuce_alley,near,5.016209,-1.288809,0.939417,down the line,In,FALSE,12:24:19,2298.77002,-0.656256,24.50178,30-30,,,,,,,,,,,,,,,,
Yoshizawa Masatsugu,4,return_plus_one,Backhand,Topspin,77.732368,125,0,0,no_mans_land,ad,near,-2.255408,4.34891,out,ad,far,1.938595,24.552542,1.022143,cross court,In,FALSE,12:24:21,2300.379883,1.425659,-0.727379,30-30,,,,,,,,,,,,,,,,
ó¥ç∆ ãvï€,5,in_play,Backhand,Topspin,77.050453,125,0,0,service_box,ad,far,1.425659,16.988871,out,ad,near,-3.945079,-1.140571,0.987017,cross court,In,FALSE,12:24:22,2301.810059,0.942896,23.99415,30-30,,,,,,,,,,,,,,,,
Yoshizawa Masatsugu,6,in_play,Backhand,Slice,67.638863,125,0,0,no_mans_land,deuce,near,2.119631,4.704251,no_mans_land,ad,far,2.5243,22.572788,1.049962,down the line,In,FALSE,12:24:24,2303.22998,-2.376099,-1.133482,30-30,,,,,,,,,,,,,,,,
ó¥ç∆ ãvï€,7,in_play,Forehand,Slice,51.659992,125,0,0,no_mans_land,ad,far,2.451531,22.978891,no_mans_land,deuce,near,2.337459,2.521446,0.732744,down the line,In,FALSE,12:24:25,2304.570068,0.731688,15.415221,30-30,,,,,,,,,,,,,,,,
Yoshizawa Masatsugu,8,in_play,Forehand,Flat,34.843319,126,0,0,service_box,deuce,near,2.224305,6.477829,service_box,ad,far,1.749007,13.029632,3.369922,---,In,FALSE,12:24:30,2309.449951,-0.14332,4.247385,30-30,,,,,,,,,,,,,,,,
ó¥ç∆ ãvï€,9,in_play,Overhead,Flat,91.133659,126,0,0,no_mans_land,ad,far,2.149804,21.20219,no_mans_land,deuce,near,2.089458,2.470683,2.454147,---,In,FALSE,12:24:31,2310.919922,-0.47522,25.517036,30-30,,,,,,,,,,,,,,,,
Yoshizawa Masatsugu,10,in_play,Backhand,Flat,50.532745,126,0,0,service_box,ad,near,-2.422215,8.765282,out,ad,far,1.848077,24.25601,1.102042,cross court,In,FALSE,12:24:32,2311.949951,1.304969,2.521446,30-30,,,,,,,,,,,,,,,,
ó¥ç∆ ãvï€,11,in_play,Backhand,Slice,53.301987,126,0,0,no_mans_land,deuce,far,-1.871475,18.714809,no_mans_land,ad,near,-3.775778,4.653488,0.511937,down the line,In,FALSE,12:24:34,2313.810059,1.772923,23.0123,30-30,,,,,,,,,,,,,,,,
Yoshizawa Masatsugu,12,in_play,Forehand,Flat,54.14616,126,0,0,service_box,deuce,near,3.809302,5.719509,no_mans_land,deuce,far,-1.482256,19.831593,0.810813,cross court,In,FALSE,12:24:36,2315.149902,-1.742473,6.074849,30-30,,,,,,,,,,,,,,,,
ó¥ç∆ ãvï€,1,first_serve,Serve,Flat,83.256943,127,0,0,service_box,ad,far,1.744139,17.258602,out,ad,near,0.398242,-0.877883,2.536058,down the T,In,FALSE,12:24:55,2334.320068,3.613179,24.1928,30-40,,,,,,,,,,,,,,,,
Yoshizawa Masatsugu,2,return,Forehand,Topspin,72.819847,127,0,0,no_mans_land,ad,near,-1.863163,4.095096,no_mans_land,ad,far,2.17612,24.878515,1.121318,inside out,In,FALSE,12:24:56,2335.76001,-0.64117,-0.47797,30-40,,,,,,,,,,,,,,,,
ó¥ç∆ ãvï€,3,serve_plus_one,Backhand,Topspin,80.028732,127,0,0,no_mans_land,ad,far,0.850474,23.080418,out,ad,near,-2.104545,-0.786528,1.081996,cross court,In,FALSE,12:24:58,2337.280029,1.606696,25.110933,30-40,,,,,,,,,,,,,,,,
Yoshizawa Masatsugu,4,return_plus_one,Forehand,Flat,89.635361,127,0,0,service_box,ad,near,-0.988155,6.637111,no_mans_land,ad,far,1.148324,24.166094,1.644228,inside out,In,FALSE,12:24:59,2338.77002,-0.776947,-0.778142,30-40,,,,,,,,,,,,,,,,
ó¥ç∆ ãvï€,5,in_play,Backhand,Slice,54.37196,127,0,0,no_mans_land,ad,far,1.636868,19.679304,out,ad,near,-1.984001,-0.321276,0.53563,cross court,In,FALSE,12:25:00,2340.030029,1.395487,24.247965,30-40,,,,,,,,,,,,,,,,
Yoshizawa Masatsugu,6,in_play,Forehand,Flat,85.50251,127,0,0,no_mans_land,ad,near,-3.673524,3.536704,no_mans_land,ad,far,1.429302,22.905802,1.650517,inside out,In,FALSE,12:25:02,2342.100098,-0.626083,-1.742637,30-40,,,,,,,,,,,,,,,,
ó¥ç∆ ãvï€,7,in_play,Backhand,Slice,59.86821,127,0,0,service_box,deuce,far,-0.354529,17.750315,out,ad_alley,near,-5.151986,-1.336534,1.843065,down the line,In,FALSE,12:25:04,2343.780029,-0.897637,16.836582,30-40,,,,,,,,,,,,,,,,
Yoshizawa Masatsugu,8,none,Overhead,Flat,105.430725,129,0,0,service_box,ad,near,-1.290102,8.156127,out,ad_alley,near,-4.397669,-1.438059,2.434055,---,In,false,05:50:24,2361.97998,-4.397669,-1.438059,30-40,,,,,,,,,,,,,,,,
ó¥ç∆ ãvï€,9,none,Backhand,Slice,36.674343,129,0,0,out,ad,far,2.029113,24.654068,service_box,deuce,far,-0.867465,17.851839,0.892581,inside in,Out,false,05:50:30,2368.159912,-0.867465,17.851839,30-40,,,,,,,,,,,,,,,,
Yoshizawa Masatsugu,1,first_serve,Serve,Slice,109.282616,128,0,0,service_box,deuce,far,-1.501091,16.176664,no_mans_land,deuce,near,0.898326,-0.306344,2.626979,down the T,In,FALSE,12:25:34,2373.219971,-3.522661,25.466274,0-0,,,,,,,,,,,,,,,,
